,SMILES,LogS_water,LogS_ethanol,LogS_benzene,LogS_acetone
1098,CCCOC=O,-0.49,,,
1099,CC(C)O,0.43,,,
1100,Cc1cc(no1)O,-0.07,,,
1101,c1ccc(cc1)S(=O)(=O)N,-1.56,,,
1102,CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.34,,,
1103,C1C(=O)NC(=S)S1,-1.77,,,
1104,c1ccc(cc1)C1=NCC(=O)Nc2ccc(cc12)[N+](=O)[O-],-3.79244,,,
1105,Cc1csc(n1)NS(=O)(=O)c1ccc(cc1)N,-2.909,,,
1106,c1cc(cc(c1)[N+](=O)[O-])Cl,-2.77,,,
1107,C(CI)C(=O)O,-0.43,,,
1108,CCCc1cc(=O)[nH]c(=S)[nH]1,-2.15,,,
1109,Cc1cnc2cncnc2n1,0.06,,,
1110,CC(Cn1c(C)ncc1[N+](=O)[O-])O,-0.737,,,
1111,CC(C)(C)CO,-0.4,,,
1112,CC(C)C(=O)O,0.28,,,
1113,CC(=CC(=O)NC)OP(=O)(OC)OC,0.65,,,
1114,Cn1c2c(c(=O)n(C)c1=O)n(CC(CO)O)cn2,-0.17,,,
1115,CC1=Nc2ccccc2N=C(C)C1,-1.367,,,
1116,C=CCC(C(C)C)C(=O)NC(=O)N,-2.747,,,
1117,CN(C)C(=S)SSC(=S)N(C)C,-3.9,,-0.701577016,-0.493387613
1118,c1ccc2cc(ccc2c1)S(=O)(=O)O,-1.265,,,
1119,C[C@@H]([C@@H](c1ccccc1)O)NC,-0.385209,,,
1120,CC(C)CN(CC(C)C)C(=O)COC(=O)c1ccccc1,-3.561,,,
1121,c1ccc(cc1)C(=O)C(F)(F)F,-1.155,,,
1122,C1CC(=O)NC1=O,0.3,,,
1123,COc1ccc(CCNC(=O)CNc2cccc(c2)C(=O)N)cc1OC,-2.686,,,
1124,c1ccc(cc1)S(=O)(=O)c1ccccc1,-3.64378,,,
1125,CC(CN(CC(C)O)C(=O)COC(=O)c1ccccc1)O,-1.178,,,
1126,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,-3.2241,,,
1127,CC(C)(C)OC(=O)N,0.1,,,
1128,CN=C=S,-1.0,,,
1129,CC1(C)C2CCC(C)(C2)C1=O,-1.85,,,
1130,COCCN(CCOC)C(=O)COC(=O)c1ccccc1,-1.573,,,
1131,CN(C(=O)Nc1ccc(cc1)Cl)OC,-2.57,,,
1132,CN1c2ccccc2Sc2ccc(cc12)CC(=O)O,-3.94,,,
1133,CC(=O)N(C)c1ccccc1,-0.95,,,
1134,Cc1ccc(cc1)S(=O)(=O)N,-1.74,-0.047210424,,
1135,C1CS(=O)(=O)c2cc(sc2C1O)S(=O)(=O)N,-1.276,,,
1136,c1ccc2c(c1)ccc(C(=O)O)n2,-1.088,,,
1137,c1ccc2c(c1)CCN2,-1.04,,,
1138,CC(C)CC1C(=O)NC(Cc2ccccc2)C(O)O1,-2.12,,,
1139,c1cc(cc(c1)S(=O)(=O)c1cc(sc1)S(=O)(=O)N)O,-2.719,,,
1140,Cn1c(=O)n(c2ccc(c(c2)Cl)Cl)oc1=O,-2.82,,,
1141,CC1(C)C(CCC1(C)C(=O)O)C(=O)O,-1.42,,,
1142,c1ccc2c(c1)N(CCCN1CCC(CC1)O)c1cc(ccc1S2)C#N,-3.98,,,
1143,C=C(CC(=O)O)C(=O)O,-0.224117,,,
1144,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]43CCC(=O)O4)[C@H]12,-1.77,,,
1145,C(CO)O,0.08,,,
1146,C[N+](=O)[O-],0.26,,,
1147,C1CS(=O)(=O)c2c(cc(s2)S(=O)(=O)N)C1O,-1.65,,,
1148,CCS(=O)(=O)CC,0.04,,,
1149,CC[N+](=O)[O-],-0.22,,,
1150,CNC(=O)CSP(=S)(OC)OC,-0.74,,,
1151,CC(C)NCC(COc1ccc(cc1)CC(=O)N)O,0.04,-0.725034713,,
1152,CC(C)N(c1ccccc1)C(=O)CCl,-2.48,,,
1153,CCn1cc(c(=O)c2ccc(C)nc12)C(=O)O,-3.55212,-2.450014266,,
1154,CC1=C(CC(=O)O)c2cc(ccc2/C/1=C/c1ccc(cc1)S(=O)C)F,-2.3777,,,
1155,CC=CC=O,0.32,,,
1156,c1ccc(cc1)NC(=O)NN,-2.33,,,
1157,c1ccc(cc1)P(=O)(CCC(=O)O)O,-3.078,,,
1158,C1C(C2C(C(CO2)O[N+](=O)[O-])O1)O[N+](=O)[O-],-2.63,,,
1159,CCCC1C(=O)n2c3cc(C)ccc3nc(N(C)C)n2C1=O,-3.54,,,
1160,c1cc(ccc1N)S(=O)(=O)c1ccc(cc1)N,-2.92725,,,
1161,c1ccc(cc1)C(=O)OCC(=O)NC(CO)(CO)CO,-1.268,,,
1162,CCC(C)(C)O,0.08,,,
1163,CCOP(=S)(N1C(=O)c2ccccc2C1=O)OCC,-3.35,,,
1164,C(=O)(C(=O)O)O,0.38,,,
1165,Cc1ccc2c(c1)Oc1c(cc(cn1)N)C(=O)N2C,-3.04,,,
1166,c1ccc(cc1)Cl,-2.39474,,,
1167,c1cc(cnc1)CO,0.96,,,
1168,CCCCCCCCCCO,-3.63,,,
1169,COc1cc(ccc1O)C=O,-1.15489,,,
1170,C#CC,-0.41,,,
1171,c1ccc2c(c1)C(=O)N1CCCC1C(=O)N2,-3.745,,,
1172,C1CCN(CC1)C(=O)C=CC=Cc1ccc2c(c1)OCO2,-3.46,,,
1173,CCNc1nc(Cl)nc(n1)NC(C)(C)C#N,-3.15,,,
1174,CCOC(=O)N1CCN(CC1)C(=O)OCC,-0.729,,,
1175,CCC=O,0.58,,,
1176,Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl,-2.48,,,
1177,CC(C)(C)NCC(c1ccc(c(c1)CO)O)O,-1.16115,,,
1178,CC1Cc2ccccc2N1NC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl,-3.63977,,,
1179,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,-0.338,,,
1180,c1ccc(c(c1)CO)OC1C(C(C(C(CO)O1)O)O)O,-0.85,,,
1181,COc1ccc(cc1N)[N+](=O)[O-],-3.165,,,
1182,COCOC,0.48,,,
1183,c1cc(ccc1O)S(=O)(=O)c1cc(oc1)S(=O)(=O)N,-2.403,,,
1184,c1cc2c(cc1O)sc(n2)S(=O)(=O)N,-2.503,,,
1185,CN(C)NC(=O)CCC(=O)O,-0.2,,,
1186,CCCC(C)(COC(=O)N)COC(=O)N,-1.73737,,,
1187,Cc1ccnc2c1[nH]c(=O)c1cccnc1n2C1CC1,-3.19,,,
1188,CC(=O)Nc1ccc(cc1)[N+](=O)[O-],-2.69,,,
1189,CCc1ccccn1,0.51,,,
1190,c1c(cc(c(c1I)O)I)C#N,-3.61,,,
1191,CC1CNC(C)CN1,0.49,,,
1192,c1cc(c(cc1[N+](=O)[O-])Cl)Cl,-3.2,,,
1193,Cc1ccncc1C,0.36,,,
1194,c1cc([N+](=O)[O-])oc1/C=N/N1CC(=O)NC1=O,-3.357,,,
1195,CC(C)C1CCC(=NO)C(=NO)C1,-2.39,,,
1196,CC(=O)NC(=O)COC(=O)c1ccccc1,-2.401,,,
1197,CC(C)(C)NC(=O)COC(=O)c1ccccc1,-2.866,,,
1198,CCOc1ccc2CC3C4C=CC(C5C4(CCN3C)c2c1O5)O,-0.82,,,
1199,Cc1cccc(C)n1,0.45,,,
1200,c1ccc(cc1)N(CCO)CCO,-0.73,,,
1201,c1cc(ccc1C(=O)c1cc(sc1)S(=O)(=O)N)O,-2.861,,,
1202,C(COCn1cnc2cnc(N)nc12)O,-1.078,,,
1203,CC(C)(C)C(C)(C)O,-0.72,,,
1204,CCOC(=O)CCCCCCCCC(=O)OCC,-3.509,,,
1205,CCC(CC)(C(=O)NC(=O)N)Br,-2.68,,,
1206,c1cc(ccc1C(=O)O)[N+](=O)[O-],-2.751,-0.860124642,,
1207,CS(=O)(=O)c1ccc(cc1)C(C(CO)NC(=O)C(Cl)Cl)O,-2.15,,,
1208,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,-3.68,,,
1209,CCN(CC)CCOC(=O)c1ccc(cc1)OCC,-2.71,,,
1210,CCC(C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],-3.38,,,
1211,c1c(cc(c(c1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],-2.83,,,
1212,CCC(CC)C(=O)O,-0.81,,,
1213,c1ccc(cc1)C(=O)c1ccc2C(CCn12)C(=O)O,-3.259,,,
1214,c1ccc(cc1)N,-0.41,,,
1215,c1c(=O)cc(C(=O)O)oc1C(=O)O,-1.099,,,
1216,C1CNC(=S)N1,-0.71,,,
1217,CC(C)CCO,-0.52,,,
1218,CC(=O)C(C)(C)C,-0.72,,,
1219,CC(=O)Nc1ccc(cc1)S(=O)(=O)N,-1.61,,,
1220,Cc1ccccc1[N+](=O)[O-],-2.31988,,,
1221,CCCCOCCO,-0.42,,,
1222,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@H](C(=O)CO)[C@]3(C[C@@H]([C@H]21)O)C=O,-3.85,,,
1223,CN(C)c1nc(nc(n1)SC)N(C)C,-2.68,,,
1224,CCCCOc1cc(c2ccccc2n1)C(=O)NCCN(CC)CC,-3.79357,,,
1225,CC(C)c1ccc(cc1)NC(=O)N(C)C,-3.52058,-0.566285938,,
1226,c1ccc(cc1)COC(=O)N,-0.35,,,
1227,CC(C)c1c(C)n(C)n(c2ccccc2)c1=O,-1.908,,,
1228,CCNc1nc(NC(C)C)nc(n1)OC,-2.08,,,
1229,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.72126,,,
1230,c1cc(CNc2c3c([nH]cn3)ncn2)oc1,-3.946,,,
1231,CN1CN(C)C(=S)SC1,-2.13,,,
1232,CC(C)c1ccccc1OC(=O)NC,-2.86,,,
1233,c1ccc(cc1)OCCO,-0.70497,,,
1234,C1CCCC(CC1)O,-0.88,,,
1235,C(#N)N=C(N)N,-0.31,,,
1236,CCN(CC)C(=O)SCc1ccc(cc1)Cl,-3.934,,,
1237,CCn1c2ccccc2n(C)c(=O)c2cccnc12,-3.32,,,
1238,c1cc(ccc1O)O,-0.17,0.533701714,,
1239,Cc1nc(cc(n1)OC)NS(=O)(=O)c1ccc(cc1)N,-2.54,,,
1240,CCCCOc1ccc(cc1)C(=O)OCCN(CC)CC,-3.84,,,
1241,Cc1ccnc(n1)NS(=O)(=O)c1ccc(cc1)N,-2.8209,-2.101837285,,
1242,c1cnccc1C(=O)NN,0.01,,,
1243,COCC1COc2cc3c(cc2O1)c(ncn3)Nc1cccc(c1)I,-3.523,,,
1244,C1CSc2c(cc(s2)S(=O)(=O)N)C1O,-2.594,,,
1245,c1cc(c(cc1[N+](=O)[O-])C(=O)O)Cl,-1.74811,,,
1246,c1ccc(cc1)C(=O)OCC(=O)N1CCCC1C(=O)N,-1.045,,,
1247,c1ccc(c(c1)O)S(=O)(=O)c1ccccc1O,-3.319,,,
1248,C[C@@H](C(=O)O)NC(=O)OC(C)(C)C,-0.74473,,,
1249,c1ccc(cc1)n1c(ccn1)NS(=O)(=O)c1ccc(cc1)N,-2.32,,,
1250,Cc1ccccc1O,-0.62,,,
1251,COc1c2c(cco2)cc2ccc(=O)oc12,-3.58438,,,
1252,CN1CCC23C4C=CC(C3Oc3c(ccc(CC14)c23)OCc1ccccc1)O,-2.222,,,
1254,C1CN(C(=O)N1)c1ncc([N+](=O)[O-])s1,-3.22,,,
1255,COc1ccc(cc1)C(=O)NN,-1.151,,,
1256,CC(=O)NC(CCC(=O)O)C(=O)O,-0.711,,,
1257,c1ccc2c(c1)cccc2[N+](=O)[O-],-3.58886,-0.323508953,,
1258,c1ccc(cc1)CNC(=O)N,-0.95,,,
1259,CCC(=O)OC,-0.14,,,
1260,CN1C2CCC1CC(C2)OC(=O)[C@H](CO)c1ccccc1,-1.724,,,
1261,CCCNC(=O)NS(=O)(=O)c1ccc(cc1)Cl,-3.12561,,,
1262,COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-],-3.68,,,
1263,Cc1c(c(=O)n(c2ccccc2)n1C)N,-0.62,,,
1264,Cc1cccc(c1)O,-0.68,,,
1265,Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],-2.82,-0.965213683,,
1266,CC(C)OC=O,-0.63,,,
1267,C(C(Cl)(Cl)Cl)(O)O,0.72,,,
1268,Cc1ccccc1N,-0.85,,,
1269,c1cc(cc2c1COC2=O)[N+](=O)[O-],-2.651,,,
1270,CCNc1nc(NC(C)C)nc(n1)SC,-3.04,,,
1271,c1ccc(cc1)C(=O)OCC(=O)N1CCC1,-1.609,,,
1272,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,-1.59,,,
1273,CCOCC,-0.09,,,
1274,c1cc(cc(c1)O)[N+](=O)[O-],-1.01,,,
1275,c1cc(c(cc1C(=O)O)[N+](=O)[O-])Br,-2.966,,,
1276,CCCC(C(CC)CO)O,-0.54,,,
1277,c1c[n+](ccc1[N+](=O)[O-])[O-],-0.68825,,,
1278,CCCOc1ccc(cc1N)[N+](=O)[O-],-3.159,,,
1279,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43,,,
1280,CC(C)CNC(=O)N1CCNC1=O,-2.15,,,
1281,COCCOCCOC,0.88,,,
1282,CNC(=O)Oc1ccccc1C1OCCO1,-1.57,,,
1283,CN1CCCC1=O,1.0,,,
1284,CCCCN(CC)C(=O)SCCC,-3.37896,,,
1285,c1ccc2cc(ccc2c1)NC(=O)CS,-3.337,,,
1286,CC(CCc1ccccc1)NCC(c1ccc(c(c1)C(=O)N)O)O,-1.3,,,
1287,CC(=O)NS(=O)(=O)c1ccc(cc1)N,-1.35405,,,
1288,CCCCOC(=O)N,-0.66,,,
1289,c1ccc(c(c1)C(=O)O)[N+](=O)[O-],-1.474,0.346342884,,
1290,c1ccc(c(c1)C=O)O,-0.86,,,
1291,CN1CCCC1c1cccnc1,0.79,,,
1292,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],-2.22,0.213147688,,
1293,CC(=O)NS(=O)(=O)c1ccc(cc1)NC(=O)c1ccccc1C(=O)O,-2.517,,,
1294,CNC[C@@H](c1cccc(c1)O)O,0.58,,,
1295,Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-3.22,-1.141621798,,
1296,CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.72,,,
1297,CCCCOP(=O)(OCCCC)OCCCC,-2.846,,,
1298,CCn1c2c(cccn2)c(=O)n(C)c2cccnc12,-2.62,,,
1299,CC(C)C(=O)C,-0.12,,,
1300,c1ccc(c(c1)[N+](=O)[O-])OCC(=O)O,-2.014,,,
1301,c1cc(ccc1N)[N+](=O)[O-],-2.37,-0.47235575,,
1302,c1cc2c(cc1Cl)[nH]c(=O)o2,-2.77605,,,
1303,COC=O,0.58,,,
1304,C1C=NC=NC1=O,0.59,,,
1305,c1ccc(cc1)N(c1ccccc1)N=O,-3.75,,,
1306,c1ccc(cc1)C(=O)OCC(=O)N(CCO)CCO,0.43,,,
1307,CNCC(c1ccc(c(c1)O)O)O,-0.962,,,
1308,CC(C)C(C(=O)OC)NC(=O)COC(=O)CC1=CC(C=CC=C1)NC1=C(C=CC=CC1Cl)Cl,-1.59908,,,
1309,c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,-2.68,,,
1310,COCC1COc2cc3c(cc2O1)c(ncn3)Nc1cccc(c1)Br,-3.222,,,
1311,C1CSc2cc(sc2C1O)S(=O)(=O)N,-2.254,,,
1312,C#CC(C)OC(=O)Nc1cccc(c1)Cl,-2.62,,,
1313,c1ccc(cc1)C(CN)O,-0.48,,,
1314,C(=S)(N)N,0.32,,,
1315,C#CCCCCCC,-3.66,,,
1316,C(C(C(CO)O)O)O,0.7,,,
1317,c1c(cc(c(c1Br)O)Br)C#N,-3.33,,,
1318,COc1ccc(c(c1)[N+](=O)[O-])OC,-3.117,,,
1319,COC(=O)C1CCCN1C(=O)COC(=O)c1ccccc1,-2.084,,,
1320,CC(=O)OCC(COC(=O)C)OC(=O)C,-0.6,,,
1321,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3([C@H](C[C@]2(C)[C@]1(C(=O)CO)O)O)F,-3.7945,,,
1322,CN1CCN(CC1)C(c1ccccc1)c1ccccc1,-1.527,,,
1323,CC(C)N(CCC(c1ccccc1)(c1ccccn1)C(=O)N)C(C)C,-1.75,,,
1324,CC1(C2=CCCCC2)C(=O)NC(=O)N(C)C1=O,-2.76364,,,
1325,Cc1ncc(n1CCO)[N+](=O)[O-],-1.20351,,,
1326,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)N,-2.18,,,
1327,COC(=O)NS(=O)(=O)c1ccc(cc1)N,-1.66,,,
1328,COC(=O)C1C2C=CC(C2)C1C(=O)OC,-1.2,,,
1329,CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,-2.06,,,
1330,CCCCCC,-3.84,,,
1331,COc1ccc(nn1)NS(=O)(=O)c1ccc(cc1)N,-3.28,,,
1332,Cc1cccc(c1)OC(=O)NC,-1.8,,,
1333,CC(=CCN1CC[C@]2(C)[C@@H](C)[C@H]1Cc1ccc(cc21)O)C,-3.8032,,,
1334,Cc1nnc2CN=C(c3ccccc3)c3cc(ccc3n12)Cl,-3.433,,,
1335,C=C(C)C(=O)OC,-0.8,,,
1336,C1Cc2cc(sc2S(=O)(=O)C1)S(=O)(=O)N,-2.679,,,
1337,CC(C)(C)NCC(COc1cccc2C[C@H]([C@H](Cc12)O)O)O,-1.008,-0.799447239,,
1338,c1cc2cc(ccc2nc1)C(=O)O,-0.043,,,
1339,C(C(=O)N)Cl,-0.02,,,
1340,COc1ccc(cc1)S(=O)(=O)c1cc(oc1)S(=O)(=O)N,-3.024,,,
1341,c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,-2.417,,,
1342,CCOC=O,0.15,,,
1343,c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],-2.29,,,
1344,CC1(C)C2CCC(C)(CC2)O1,-1.72074,,,
1345,CCCNCCC,-0.46,,,
1346,CC#N,0.26,,,
1347,CCC1CN2CCC1CC2C(c1ccnc2ccccc12)O,-2.63,,,
1348,CCCC(C)(C)O,-0.49,,,
1349,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c1ccccc1,-3.8,,,
1350,c1cc(ccc1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],-1.9759,,,
1351,C1C(=O)NC(=O)N1,-0.4,,,
1352,CC1CCCC(C)N1C(=O)COC(=O)c1ccccc1,-0.824,,,
1353,c1ccc(cc1)NC(=O)c1ccccc1O,-3.59,,,
1354,C1CSc2c(cc(s2)S(=O)(=O)N)C1=O,-3.552,,,
1355,C(CCC(=O)O)CCC(=O)O,-0.25192,0.315608112,,
1356,c1ccc(cc1)CC(=O)O,-0.88838,,,
1357,CSSC,-1.44,,,
1358,C(C1C(C(C(C(O)O1)O)O)O)O,0.74,,,
1359,C1CC(n2ccc(N)nc2=O)OC1CO,-0.433,,,
1360,CN(CCO)C(=O)COC(=O)c1ccccc1,-1.09,,,
1361,c1ccc(cc1)CCO,-0.74,,,
1362,CC(C)(C)C(=O)C(n1cncn1)Oc1ccc(cc1)Cl,-3.61,,,
1363,c1ccc(cc1)CO,-0.4,,,
1364,c1cc(c(cc1O)C(=O)O)O,-0.10902,,,
1365,C(C(CO)(CO)CO)O,-0.44,,,
1366,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57,,,
1367,c1ccc(cc1)n1c(=O)c(c(cn1)N)Cl,-2.80245,,,
1368,CCOP(=O)(OCC)Oc1ccc(cc1)[N+](=O)[O-],-2.059,,,
1369,CN1/C(=C(\Nc2ccccn2)/O)/C(=O)c2c(ccs2)S1(=O)=O,-3.78351,,,
1370,CCOC(=O)C1(CCN(C)CC1)c1ccccc1,-1.89,,,
1371,Cn1ccc(=O)[nH]c1=O,-0.8,,,
1372,CCOC(=O)C,-0.04,,,
1373,C1CS(=O)c2cc(sc2C1O)S(=O)(=O)N,-1.57,,,
1374,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@H]([C@H]2SC1)NC(=O)Cc1cccs1,-2.938,,,
1375,c1cc(cc(c1)[N+](=O)[O-])N,-2.19,,,
1376,Cc1cc(C(=O)NNCc2ccccc2)no1,-2.46,,,
1377,CN(C(=O)Nc1ccc(c(c1)Cl)Cl)OC,-3.55543,,,
1378,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,-3.46,,,
1379,CN(C)C(=O)Nc1ccc(c(c1)Cl)Cl,-3.82201,,,
1380,CCCC(=O)C,-0.19,,,
1381,c1cc(ccc1CC(=O)O)O,-0.94422,,,
1382,c1ccc(C#N)c(c1)C#N,-2.38,,,
1383,c1c(c(N)[nH]c(=O)n1)F,-1.05193,,,
1384,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,-3.66,,,
1385,Cc1ccc2c(c1)sc(c1ccc(cc1)N)n2,-3.68,,,
1386,c1c(CO)c(cc2c1OCO2)[N+](=O)[O-],-3.064,,,
1387,C(=O)(N)N,0.96,,,
1388,Cc1c(cccc1[N+](=O)[O-])[N+](=O)[O-],-3.0,,,
1389,c1ccc(cc1)C(C#N)OC1C(C(C(C(COC2C(C(C(C(CO)O2)O)O)O)O1)O)O)O,-0.77,,,
1390,C(CSCc1csc(n1)N=C(N)N)C(=NS(=O)(=O)N)N,-2.6468,,,
1391,CC(=O)NC(CCSC)C(=O)O,0.032,,,
1392,Cc1ccc(C)nc1,0.4,,,
1393,c1ccc(cc1)C(=O)OCC(=O)NCC(=O)N,-1.498,,,
1394,Cn1cnc2c1c(=O)[nH]c(=O)n2C,-2.58679,-2.602460323,,
1395,CC(=O)NP(=O)(OC)SC,0.54,,,
1396,c1cc(ccc1CC(=O)N)O,-2.38601,,,
1397,C(CSSCCC(=O)O)C(=O)O,-0.19,,,
1398,Cc1ccccc1S(=O)(=O)N,-2.02,,,
1399,c1cc(ccc1N)S(=O)(=O)Nc1cnccn1,-3.7,,,
1400,Cc1cc(cc(C)c1SC)OC(=O)NC,-3.921,,,
1401,Cc1c(C)nc(nc1OC(=O)N(C)C)N(C)C,-1.95,,,
1402,CN(C)C(=O)NC1CC2CC1C1CCCC21,-3.01,,,
1403,CCc1c(c(=O)cco1)O,-0.89378,0.135544069,,
1404,c1ccc2c(c1)nc1ccc(=O)cc1s2,-3.716,,,
1405,CC(=O)OC1C(Cc2ccc(cc2)OC)NCC1O,-1.61,,,
1406,CCCOC(=O)C,-0.72,,,
1407,c1ccoc1,-0.82,,,
1408,C(Cl)Cl,-0.63,,,
1409,COC(=O)c1cccnc1,-0.46,,,
1410,c1cscc1C(=O)O,-1.47,,,
1411,COC(=O)c1ccc(cc1)[N+](=O)[O-],-3.035,,,
1412,c1ccc(cc1)C(=O)OCC(=O)N1CCC(CC1)O,-1.349,,,
1413,Cc1cc(nc(C)n1)NS(=O)(=O)c1ccc(cc1)N,-2.27725,,,
1414,c1cc2ccc3ccc(c4ccc(c1)c2c34)N,-0.61272,,,
1415,Cc1ccc(cc1)c1c(CC(=O)N(C)C)n2cc(C)ccc2n1,-1.297,,,
1416,CCCCCCCCCCC(=O)O,-3.55,,,
1417,C=CCCCCC,-3.73,,,
1418,C1C(CS(=O)(=O)c2cc(sc12)S(=O)(=O)N)O,-1.589,,,
1419,c1ccc2cc(ccc2c1)[N+](=O)[O-],-3.824,,,
1420,Cc1cnc(nc1O)S,-2.45,,,
1421,CCN(CC)CC,-0.14,,,
1422,c1ccc(cc1)C(c1ccccc1)(C1CCNCC1)O,-1.386,,,
1423,CCCCCOC(=O)c1ccc(cc1)O,-3.813,,,
1424,CN(C(=O)N)N=O,-0.85,,,
1425,COc1ccc(cc1)C=O,-1.49,,,
1426,Cc1cnc(NC(=O)C2=C(c3ccccc3S(=O)(=O)N2C)O)s1,-2.99568,-3.012875764,,
1427,CCCC=O,-0.01,,,
1428,CCC(=O)C,0.52,,,
1429,CC(C)N(C(C)C)C(=O)COC(=O)c1ccccc1,-3.341,,,
1430,CC(C)CO,0.04,,,
1431,Cc1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],-1.46,-0.766250641,,
1432,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,-2.1549,,,
1433,COc1cc(nc(n1)OC)NS(=O)(=O)c1ccc(cc1)N,-2.96,,,
1434,c1cc(CNc2cc(c(cc2C(=O)O)S(=O)(=O)N)Cl)oc1,-3.80528,,,
1435,c1ccc2c(c1)c1CCN3C[C@@H]4CC[C@@H]([C@@H]([C@H]4C[C@H]3c1[nH]2)C(=O)O)O,,-2.122892155,,
1436,CN(C)c1ccc(cc1)N=C=Nc1ccc(cc1)N(C)C,,-1.772342835,,
1437,C(c1c(c(cc(c1O)Cl)Cl)Cl)c1c(c(cc(c1O)Cl)Cl)Cl,,0.089474843,,
1438,c1ccc2c(c1)cc(C(=O)O)c(=O)o2,,-2.823897322,,
1439,c1ccc(cc1)C(c1ccccc1)(c1ccccc1)SCCC(=O)O,,-2.110796646,,
1440,c1cc2C(c3cc(cc(c3C(=O)c2c(c1)O)O)CO)C1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O,,-1.445595972,,
1442,CCC(C)C(C(=O)O)N,,-2.493568977,,
1443,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,-1.83088487,,
1444,C[n+]1ccc2cc(c(cc2c1Cc1ccc(c(c1)OC)OC)OC)[O-],,-1.416756969,,
1445,CCCC(=O)NCCNC(=O)CCC,,-0.164919184,,
1446,C=C(C)C1CC(=O)C(C)C(=O)C1,,-0.277683685,,
1447,c1cc(ccc1N)S(=O)(=O)NC(CO)(CO)CO,,-1.482794438,,
1448,COc1ccc(c(c1)OC)N=Cc1ccc(cc1)c1ccccc1,,-2.06048026,,
1449,CCOc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,-1.290243154,,
1450,CC12SC3(C)SC(C)(S1)SC(C)(S2)S3,,-0.711484813,0.117757985,-0.459237338
1451,Cc1cc(C)nc(n1)NS(=O)(=O)c1ccc(cc1)N,,-3.681525248,,
1452,c1c(cc(c(c1Cl)OP(=O)(O)Oc1c(cc(cc1Cl)Cl)Cl)Cl)Cl,,-0.634478221,,
1453,C[C@H]([C@@H](C(=O)O)N)O,,-2.230886645,,
1454,C1=CC(=O)C=CC1=O,,-0.528663663,,
1455,C([C@@H]1[C@H]([C@@H]([C@@](CCl)(O1)O[C@@H]1[C@@H]([C@H]([C@H]([C@@H](CO)O1)Cl)O)O)O)O)Cl,,-0.610212632,,
1456,CCCCCCCCCCCCCCCC(=O)OC(CO)CO,,-3.855481051,,
1457,c1ccc(c(c1)/C=C/C(=O)O)[N+](=O)[O-],,-1.969944603,,
1458,C[C@H]1CC[C@@H](CC1)n1c2cnccc2c2cnc(Nc3ccc4CN(CCc4n3)C(=O)CO)nc12,,-2.673538801,,
1459,c1ccc(cc1)C(=O)OCOC(=O)c1ccccc1,,-1.113495321,,
1460,C(CCCC(=O)O)CCCC(=O)O,,-0.032780167,,
1461,COc1ccc(cc1)C(c1ccccc1)(C(c1ccccc1)(c1ccc(cc1)OC)O)O,,-2.851780004,,
